#  curve of growth in (loggf logrw) pairs
 -5.736  -7.027
 -5.236  -6.535
 -4.736  -6.057
 -4.236  -5.622
 -3.736  -5.280
 -3.236  -5.027
 -2.736  -4.876
 -2.236  -4.697
 -1.736  -4.526
 -1.236  -4.339
 -0.736  -4.123
 -0.236  -3.889
  0.264  -3.646
  0.764  -3.400
  1.264  -3.156
 -5.636  -6.928
 -5.136  -6.437
 -4.636  -5.965
 -4.136  -5.544
 -3.636  -5.226
 -3.136  -4.992
 -2.636  -4.840
 -2.136  -4.662
 -1.636  -4.491
 -1.136  -4.298
 -0.636  -4.077
 -0.136  -3.841
  0.364  -3.597
  0.864  -3.351
  1.364  -3.109
 -5.536  -6.829
 -5.036  -6.341
 -4.536  -5.876
 -4.036  -5.471
 -3.536  -5.148
 -3.036  -4.957
 -2.536  -4.804
 -2.036  -4.628
 -1.536  -4.455
 -1.036  -4.256
 -0.536  -4.031
 -0.036  -3.792
  0.464  -3.548
  0.964  -3.302
  1.464  -3.062
 -5.436  -6.731
 -4.936  -6.245
 -4.436  -5.788
 -3.936  -5.402
 -3.436  -5.105
 -2.936  -4.943
 -2.436  -4.768
 -1.936  -4.594
 -1.436  -4.417
 -0.936  -4.212
 -0.436  -3.984
  0.064  -3.744
  0.564  -3.499
  1.064  -3.253
  1.564  -3.016
 -5.336  -6.632
 -4.836  -6.150
 -4.336  -5.703
 -3.836  -5.338
 -3.336  -5.065
 -2.836  -4.907
 -2.336  -4.732
 -1.836  -4.560
 -1.336  -4.379
 -0.836  -4.168
 -0.336  -3.936
  0.164  -3.695
  0.664  -3.449
  1.164  -3.205
  1.664  -2.971
