#  curve of growth in (loggf,logrw) pairs
 -4.764 -7.097
 -4.264 -6.602
 -3.764 -6.119
 -3.264 -5.668
 -2.764 -5.301
 -2.264 -5.048
 -1.764 -4.946
 -1.264 -4.785
 -0.764 -4.578
 -0.264 -4.366
  0.236 -4.138
  0.736 -3.897
  1.236 -3.651
  1.736 -3.403
  2.236 -3.156
 -4.664 -6.998
 -4.164 -6.504
 -3.664 -6.025
 -3.164 -5.586
 -2.664 -5.244
 -2.164 -5.020
 -1.664 -4.918
 -1.164 -4.745
 -0.664 -4.536
 -0.164 -4.322
  0.336 -4.090
  0.836 -3.848
  1.336 -3.601
  1.836 -3.353
  2.336 -3.107
 -4.564 -6.899
 -4.064 -6.407
 -3.564 -5.933
 -3.064 -5.508
 -2.564 -5.194
 -2.064 -4.995
 -1.564 -4.890
 -1.064 -4.704
 -0.564 -4.494
 -0.064 -4.277
  0.436 -4.043
  0.936 -3.799
  1.436 -3.552
  1.936 -3.304
  2.436 -3.059
 -4.464 -6.800
 -3.964 -6.310
 -3.464 -5.842
 -2.964 -5.434
 -2.464 -5.150
 -1.964 -4.971
 -1.464 -4.857
 -0.964 -4.663
 -0.464 -4.451
  0.036 -4.232
  0.536 -3.994
  1.036 -3.750
  1.536 -3.502
  2.036 -3.255
  2.536 -3.011
 -4.364 -6.701
 -3.864 -6.214
 -3.364 -5.754
 -2.864 -5.365
 -2.364 -5.080
 -1.864 -4.973
 -1.364 -4.822
 -0.864 -4.620
 -0.364 -4.409
  0.136 -4.185
  0.636 -3.946
  1.136 -3.700
  1.636 -3.453
  2.136 -3.205
  2.636 -2.964
