#  curve of growth in (loggf logrw) pairs
 -6.636  -7.078
 -6.136  -6.584
 -5.636  -6.104
 -5.136  -5.661
 -4.636  -5.308
 -4.136  -5.092
 -3.636  -4.951
 -3.136  -4.778
 -2.636  -4.648
 -2.136  -4.560
 -1.636  -4.461
 -1.136  -4.308
 -0.636  -4.100
 -0.136  -3.867
  0.364  -3.624
  0.864  -3.378
  1.364  -3.132
 -6.536  -6.979
 -6.036  -6.487
 -5.536  -6.011
 -5.036  -5.581
 -4.536  -5.254
 -4.036  -5.061
 -3.536  -4.922
 -3.036  -4.748
 -2.536  -4.635
 -2.036  -4.543
 -1.536  -4.436
 -1.036  -4.270
 -0.536  -4.055
 -0.036  -3.819
  0.464  -3.575
  0.964  -3.328
  1.464  -3.083
 -6.436  -6.880
 -5.936  -6.390
 -5.436  -5.920
 -4.936  -5.505
 -4.436  -5.205
 -3.936  -5.033
 -3.436  -4.892
 -2.936  -4.719
 -2.436  -4.614
 -1.936  -4.524
 -1.436  -4.408
 -0.936  -4.230
 -0.436  -4.009
  0.064  -3.771
  0.564  -3.526
  1.064  -3.279
  1.564  -3.035
 -6.336  -6.781
 -5.836  -6.293
 -5.336  -5.831
 -4.836  -5.434
 -4.336  -5.163
 -3.836  -5.006
 -3.336  -4.861
 -2.836  -4.692
 -2.336  -4.595
 -1.836  -4.505
 -1.336  -4.377
 -0.836  -4.188
 -0.336  -3.962
  0.164  -3.722
  0.664  -3.476
  1.164  -3.230
  1.664  -2.987
 -6.236  -6.682
 -5.736  -6.198
 -5.236  -5.744
 -4.736  -5.368
 -4.236  -5.125
 -3.736  -4.978
 -3.236  -4.829
 -2.736  -4.672
 -2.236  -4.577
 -1.736  -4.484
 -1.236  -4.344
 -0.736  -4.145
 -0.236  -3.915
  0.264  -3.673
  0.764  -3.427
  1.264  -3.180
