3.750000000000000000e+03 4.932000000000000028e+01 6.500000000000000222e-01
3.754754754754754686e+03 4.968999999999999773e+01 6.800000000000000488e-01
3.759509509509509371e+03 5.007000000000000028e+01 7.099999999999999645e-01
3.764264264264264057e+03 5.045000000000000284e+01 7.399999999999999911e-01
3.769019019019019197e+03 5.084000000000000341e+01 7.700000000000000178e-01
3.773773773773773883e+03 5.121999999999999886e+01 8.000000000000000444e-01
3.778528528528528568e+03 5.161999999999999744e+01 8.399999999999999689e-01
3.783283283283283254e+03 5.193999999999999773e+01 8.699999999999999956e-01
3.788038038038037939e+03 5.224000000000000199e+01 9.000000000000000222e-01
3.792792792792792625e+03 5.254999999999999716e+01 9.300000000000000488e-01
3.797547547547547765e+03 5.285000000000000142e+01 9.599999999999999645e-01
3.802302302302302451e+03 5.315999999999999659e+01 1.000000000000000000e+00
3.807057057057057136e+03 5.345000000000000284e+01 1.030000000000000027e+00
3.811811811811811822e+03 5.375999999999999801e+01 1.070000000000000062e+00
3.816566566566566507e+03 5.407999999999999829e+01 1.110000000000000098e+00
3.821321321321321193e+03 5.439000000000000057e+01 1.149999999999999911e+00
3.826076076076075879e+03 5.471000000000000085e+01 1.189999999999999947e+00
3.830830830830831019e+03 5.502000000000000313e+01 1.229999999999999982e+00
3.835585585585585704e+03 5.534000000000000341e+01 1.270000000000000018e+00
3.840340340340340390e+03 5.565999999999999659e+01 1.320000000000000062e+00
3.845095095095095076e+03 5.599000000000000199e+01 1.370000000000000107e+00
3.849849849849849761e+03 5.631000000000000227e+01 1.409999999999999920e+00
3.854604604604604447e+03 5.664000000000000057e+01 1.459999999999999964e+00
3.859359359359359587e+03 5.696000000000000085e+01 1.520000000000000018e+00
3.864114114114114273e+03 5.728999999999999915e+01 1.570000000000000062e+00
3.868868868868868958e+03 5.763000000000000256e+01 1.629999999999999893e+00
3.873623623623623644e+03 5.796000000000000085e+01 1.679999999999999938e+00
3.878378378378378329e+03 5.828999999999999915e+01 1.739999999999999991e+00
3.883133133133133015e+03 5.863000000000000256e+01 1.810000000000000053e+00
3.887887887887887700e+03 5.896999999999999886e+01 1.870000000000000107e+00
3.892642642642642841e+03 5.931000000000000227e+01 1.939999999999999947e+00
3.897397397397397526e+03 5.965999999999999659e+01 2.009999999999999787e+00
3.902152152152152212e+03 6.000999999999999801e+01 2.080000000000000071e+00
3.906906906906906897e+03 6.035999999999999943e+01 2.149999999999999911e+00
3.911661661661661583e+03 6.071000000000000085e+01 2.229999999999999982e+00
3.916416416416416268e+03 6.104999999999999716e+01 2.299999999999999822e+00
3.921171171171171409e+03 6.140999999999999659e+01 2.379999999999999893e+00
3.925925925925926094e+03 6.177000000000000313e+01 2.470000000000000195e+00
3.930680680680680780e+03 6.213000000000000256e+01 2.560000000000000053e+00
3.935435435435435465e+03 6.249000000000000199e+01 2.640000000000000124e+00
3.940190190190190151e+03 6.285000000000000142e+01 2.740000000000000213e+00
3.944944944944944837e+03 6.321999999999999886e+01 2.830000000000000071e+00
3.949699699699699522e+03 6.357999999999999829e+01 2.930000000000000160e+00
3.954454454454454662e+03 6.395000000000000284e+01 3.029999999999999805e+00
3.959209209209209348e+03 6.431000000000000227e+01 3.140000000000000124e+00
3.963963963963964034e+03 6.468000000000000682e+01 3.250000000000000000e+00
3.968718718718718719e+03 6.506000000000000227e+01 3.359999999999999876e+00
3.973473473473473405e+03 6.543000000000000682e+01 3.470000000000000195e+00
3.978228228228228090e+03 6.581000000000000227e+01 3.589999999999999858e+00
3.982982982982982776e+03 6.618999999999999773e+01 3.709999999999999964e+00
3.987737737737737916e+03 6.657999999999999829e+01 3.839999999999999858e+00
3.992492492492492602e+03 6.695999999999999375e+01 3.970000000000000195e+00
3.997247247247247287e+03 6.734000000000000341e+01 4.099999999999999645e+00
4.002002002002001973e+03 6.767000000000000171e+01 4.230000000000000426e+00
4.006756756756756658e+03 6.790999999999999659e+01 4.330000000000000071e+00
4.011511511511511344e+03 6.815000000000000568e+01 4.429999999999999716e+00
4.016266266266266030e+03 6.840000000000000568e+01 4.540000000000000036e+00
4.021021021021021170e+03 6.862999999999999545e+01 4.639999999999999680e+00
4.025775775775775855e+03 6.887999999999999545e+01 4.750000000000000000e+00
4.030530530530530541e+03 6.912000000000000455e+01 4.860000000000000320e+00
4.035285285285285227e+03 6.935999999999999943e+01 4.980000000000000426e+00
4.040040040040039912e+03 6.959000000000000341e+01 5.089999999999999858e+00
4.044794794794795052e+03 6.982999999999999829e+01 5.209999999999999964e+00
4.049549549549549738e+03 7.006999999999999318e+01 5.330000000000000071e+00
4.054304304304304424e+03 7.029000000000000625e+01 5.450000000000000178e+00
4.059059059059059109e+03 7.053000000000000114e+01 5.570000000000000284e+00
4.063813813813813795e+03 7.076999999999999602e+01 5.700000000000000178e+00
4.068568568568568480e+03 7.100000000000000000e+01 5.830000000000000071e+00
4.073323323323323166e+03 7.123000000000000398e+01 5.950000000000000178e+00
4.078078078078077851e+03 7.145999999999999375e+01 6.089999999999999858e+00
4.082832832832832992e+03 7.168999999999999773e+01 6.219999999999999751e+00
4.087587587587587677e+03 7.192000000000000171e+01 6.349999999999999645e+00
4.092342342342342363e+03 7.215000000000000568e+01 6.490000000000000213e+00
4.097097097097097503e+03 7.237999999999999545e+01 6.629999999999999893e+00
4.101851851851852189e+03 7.259999999999999432e+01 6.769999999999999574e+00
4.106606606606606874e+03 7.281999999999999318e+01 6.919999999999999929e+00
4.111361361361361560e+03 7.304999999999999716e+01 7.059999999999999609e+00
4.116116116116116245e+03 7.326999999999999602e+01 7.209999999999999964e+00
4.120870870870870931e+03 7.348999999999999488e+01 7.360000000000000320e+00
4.125625625625625617e+03 7.370999999999999375e+01 7.509999999999999787e+00
4.130380380380380302e+03 7.392000000000000171e+01 7.669999999999999929e+00
4.135135135135134988e+03 7.414000000000000057e+01 7.820000000000000284e+00
4.139889889889889673e+03 7.435999999999999943e+01 7.980000000000000426e+00
4.144644644644644359e+03 7.456999999999999318e+01 8.140000000000000568e+00
4.149399399399399044e+03 7.478000000000000114e+01 8.310000000000000497e+00
4.154154154154153730e+03 7.498999999999999488e+01 8.470000000000000639e+00
4.158908908908909325e+03 7.520000000000000284e+01 8.640000000000000568e+00
4.163663663663664011e+03 7.540999999999999659e+01 8.800000000000000711e+00
4.168418418418418696e+03 7.560999999999999943e+01 8.970000000000000639e+00
4.173173173173173382e+03 7.581999999999999318e+01 9.150000000000000355e+00
4.177927927927928067e+03 7.601000000000000512e+01 9.320000000000000284e+00
4.182682682682682753e+03 7.620999999999999375e+01 9.500000000000000000e+00
4.187437437437437438e+03 7.640999999999999659e+01 9.669999999999999929e+00
4.192192192192192124e+03 7.660999999999999943e+01 9.859999999999999432e+00
4.196946946946946809e+03 7.679999999999999716e+01 1.003999999999999915e+01
4.201701701701701495e+03 7.698999999999999488e+01 1.022000000000000064e+01
4.206456456456456181e+03 7.718000000000000682e+01 1.041000000000000014e+01
4.211211211211210866e+03 7.737000000000000455e+01 1.059999999999999964e+01
4.215965965965965552e+03 7.754999999999999716e+01 1.078999999999999915e+01
4.220720720720721147e+03 7.773999999999999488e+01 1.098000000000000043e+01
4.225475475475475832e+03 7.790999999999999659e+01 1.116999999999999993e+01
4.230230230230230518e+03 7.807999999999999829e+01 1.135999999999999943e+01
4.234984984984985203e+03 7.825000000000000000e+01 1.155000000000000071e+01
4.239739739739739889e+03 7.840999999999999659e+01 1.175000000000000000e+01
4.244494494494494575e+03 7.856999999999999318e+01 1.193999999999999950e+01
4.249249249249249260e+03 7.873000000000000398e+01 1.214000000000000057e+01
4.254004004004003946e+03 7.878000000000000114e+01 1.228999999999999915e+01
4.258758758758758631e+03 7.881999999999999318e+01 1.242999999999999972e+01
4.263513513513513317e+03 7.885999999999999943e+01 1.257000000000000028e+01
4.268268268268268002e+03 7.890000000000000568e+01 1.271000000000000085e+01
4.273023023023022688e+03 7.892000000000000171e+01 1.284999999999999964e+01
4.277777777777777374e+03 7.895000000000000284e+01 1.299000000000000021e+01
4.282532532532532059e+03 7.898000000000000398e+01 1.313000000000000078e+01
4.287287287287287654e+03 7.901000000000000512e+01 1.327999999999999936e+01
4.292042042042042340e+03 7.904000000000000625e+01 1.342999999999999972e+01
4.296796796796797025e+03 7.906000000000000227e+01 1.357000000000000028e+01
4.301551551551551711e+03 7.909000000000000341e+01 1.372000000000000064e+01
4.306306306306306396e+03 7.910999999999999943e+01 1.386999999999999922e+01
4.311061061061061082e+03 7.912999999999999545e+01 1.401999999999999957e+01
4.315815815815815768e+03 7.915000000000000568e+01 1.416999999999999993e+01
4.320570570570570453e+03 7.917000000000000171e+01 1.432000000000000028e+01
4.325325325325325139e+03 7.918999999999999773e+01 1.448000000000000043e+01
4.330080080080079824e+03 7.920000000000000284e+01 1.463000000000000078e+01
4.334834834834834510e+03 7.921999999999999886e+01 1.477999999999999936e+01
4.339589589589590105e+03 7.923999999999999488e+01 1.493999999999999950e+01
4.344344344344344790e+03 7.925000000000000000e+01 1.508999999999999986e+01
4.349099099099099476e+03 7.926000000000000512e+01 1.525000000000000000e+01
4.353853853853854162e+03 7.926999999999999602e+01 1.541000000000000014e+01
4.358608608608608847e+03 7.928000000000000114e+01 1.557000000000000028e+01
4.363363363363363533e+03 7.929999999999999716e+01 1.573000000000000043e+01
4.368118118118118218e+03 7.929999999999999716e+01 1.589000000000000057e+01
