#           time-2400000.0,         flux,         fluxerr
        57063.0060348860861268  0.9998826223405285  0.0000581402423115
        57063.0264674177378765  1.0000077859036107  0.0000581450427031
        57063.0468998493961408  1.0002008960875932  0.0000581432978967
        57063.0673323801238439  1.0002368782772921  0.0000581449561927
        57063.0877647103770869  1.0000566995432703  0.0000581433553183
        57063.1081971397070447  1.0002852417173549  0.0000581504889084
        57063.1286296685721027  1.0001270452398112  0.0000581477632737
        57063.1694944248956745  1.0003319634774417  0.0000581685538665
        57063.2307917040307075  0.9994265149786306  0.0000582563976715
        57063.2512242291704752  0.9996423016338939  0.0000582469543116
        57063.2716565538357827  0.9998046284056747  0.0000582351506325
        57063.2920889780434663  0.9999204866368475  0.0000582202218123
        57063.3329538241232513  0.9996067860303973  0.0000581721389474
        57063.3533862464682898  0.9994439973007000  0.0000581426091847
        57063.3738187678827671  0.9992542954827750  0.0000581204984093
        57063.3942510888227844  0.9991948397335489  0.0000581004229727
        57063.4146835093051777  0.9995743313722962  0.0000580921018289
        57063.4351160288497340  0.9997551854158383  0.0000580778209689
        57063.4555483479343820  0.9999533310180770  0.0000580671615347
        57063.4759808665548917  1.0001820246739530  0.0000580634116897
        57063.4964132847089786  1.0002938171713533  0.0000580604884140
        57063.5168456019237055  1.0002806630667984  0.0000580553769126
        57063.5372781186815700  1.0005304549530616  0.0000580567506741
        57063.5781428498594323  1.0005465724019051  0.0000580547865715
        57063.5985753647546517  1.0005002741139803  0.0000580587844855
        57063.7416022517718375  1.0001088258987583  0.0000582007481217
        57063.7620346620024065  0.9999581180365326  0.0000581817810012
        57063.7824670713089290  0.9999563039541066  0.0000581667130670
        57063.8028994801425142  1.0000604984092691  0.0000581527766078
        57063.8233318880520528  1.0002468285051829  0.0000581435018735
        57063.8437643954966916  0.9999561796005184  0.0000581207815128
        57063.8641967024741462  1.0000705570319317  0.0000581077595262
        57063.8846291089794249  0.9998828134548636  0.0000580828430359
        57063.9254939196689520  0.9997143236621753  0.0000580265104903
        57063.9459264243196230  0.9996422550437153  0.0000580073602686
        57063.9663588280382100  0.9996940719493602  0.0000579935319060
        57063.9867911312903743  0.9996190631425929  0.0000579757712181
        57064.0072236340711243  0.9997826984386448  0.0000579639257151
        57064.0276560363927274  0.9996515728508061  0.0000579504374544
        57064.0480883377749706  0.9999058187440790  0.0000579435049419
        57064.0685208387003513  0.9998830598160280  0.0000579320068309
        57064.0889532386936480  1.0000091553904724  0.0000579308111517
        57064.1093855386861833  1.0002402621938433  0.0000579303829218
        57064.1298180377416429  1.0001896039608882  0.0000579283562467
        57064.1911152311949991  1.0002385214664025  0.0000579318573414
        57064.2115476279286668  1.0000549203744278  0.0000579285868037
        57064.2319799237302504  1.0001444088280189  0.0000579308840761
        57064.2524124190604198  1.0000993935517819  0.0000579351504287
        57064.2728448139314423  1.0000887086357351  0.0000579450646835
        57064.2932771083287662  1.0001747030719401  0.0000579612169438
        57064.3137096018035663  1.0003718803230732  0.0000579904640216
        57064.3341419948119437  1.0003536413581013  0.0000580013328763
        57064.3545742873538984  1.0000667824781369  0.0000580076462045
        57064.3954391701045097  0.9960180860924323  0.0000580712088569
        57064.4567363402748015  0.9840905867589744  0.0000574476554504
        57064.4771688290857128  0.9978916934250628  0.0000578256198606
        57064.4976011169710546  0.9998197962341308  0.0000578771521167
        57064.5180335048571578  0.9999170103086409  0.0000578783432409
        57064.5384659918054240  0.9999331239827243  0.0000578825886230
        57064.5588982778281206  1.0000888913049362  0.0000578920698126
        57064.5793306638515787  0.9999262864920838  0.0000578950404690
        57064.5997631489371997  0.9999727507688886  0.0000578983133530
        57064.6201954335629125  1.0000435005795802  0.0000579061975744
        57064.7223574473682675  0.9997607865074157  0.0000579214584205
        57064.7427898282694514  0.9997365408561807  0.0000579081671348
        57064.7632221087042126  0.9998539569166103  0.0000578977949291
        57064.7836545882018982  0.9996589573732558  0.0000578890886908
        57064.8040869677060982  0.9997733485246092  0.0000578858688109
        57064.8449517239132547  0.9999252720311996  0.0000578853362607
        57064.8653840015540482  1.0000787182431135  0.0000578909593293
        57064.8858163782642805  1.0001058220975605  0.0000578928867984
        57064.9266811298148241  1.0001180591783432  0.0000578969947074
        57064.9471135046624113  1.0000790449872137  0.0000578973624947
        57064.9675459790378227  0.9999255547770745  0.0000579003723358
        57064.9879782529533259  1.0000119384132191  0.0000579090153325
        57065.0084106259382679  1.0001213284764123  0.0000579196420602
        57065.0288430984510342  1.0000633274438908  0.0000579248951652
        57065.0492754705046536  0.9998948432265683  0.0000579302379470
        57065.0697078420926118  1.0000364165323510  0.0000579403905866
        57065.0901402127419715  1.0001829370115123  0.0000579531655761
        57065.1310049526582588  1.0001583280126660  0.0000579991550786
        57065.1514373214449733  1.0003008722133790  0.0000580223143883
        57065.2127344250257011  0.9999800048719312  0.0000579504546493
        57065.2331667914913851  0.9999920263487742  0.0000579442051126
        57065.2535992574848933  1.0001123593229828  0.0000579425465102
        57065.2944638876215322  1.0000889211812207  0.0000579347839825
        57065.3148963517523953  0.9999830133876590  0.0000579339598614
        57065.3353286154233501  1.0002403940051485  0.0000579449097620
        57065.3761934408976231  0.9997657505010866  0.0000579422131672
        57065.3966257027059328  1.0001107082534606  0.0000579576642051
        57065.4170580640493426  0.9998355056117333  0.0000579579164229
        57065.4374905244549154  0.9998011367226861  0.0000579682034828
        57065.4579227844005800  0.9999208199450084  0.0000579815557627
        57065.4783551438813447  0.9998886292081122  0.0000579931018908
        57065.5600845762091922  0.9998873067007393  0.0000580819491166
        57065.6826788060643594  0.9999761040961435  0.0000580911523285
        57065.7031110590251046  1.0000554236760091  0.0000580761281006
        57065.7235434115209500  0.9999706943643041  0.0000580592554229
        57065.7439758630789584  0.9998174645172829  0.0000580451981618
        57065.7644081141770585  0.9998743973363716  0.0000580379666901
        57065.7848404648102587  0.9998414722533725  0.0000580334756527
        57065.8052729145056219  1.0000056361475893  0.0000580314724466
        57065.8257051642067381  1.0000594811676700  0.0000580245268717
        57065.8461376129780547  1.0002028689040610  0.0000580250929962
        57065.8665699608100113  1.0003849945231518  0.0000580252584250
        57065.8870023086492438  1.0000377171652506  0.0000580141942507
        57065.9074346555571537  1.0000519099453060  0.0000580144158252
        57065.9278670019921265  1.0000421225164842  0.0000580096924923
        57065.9482993475030526  1.0001939759762106  0.0000580145814561
        57065.9687316930139787  1.0000673332388168  0.0000580175984553
        57065.9891640375863062  1.0000879098251843  0.0000580224926728
        57066.0095963817002485  1.0000761632496467  0.0000580241442154
        57066.0300287248828681  1.0000455179217997  0.0000580243206601
        57066.0708934103095089  0.9998403417341512  0.0000580274124846
        57066.1117580929421820  0.9997520974567873  0.0000580389325166
        57066.1321904333308339  0.9997780105663706  0.0000580456078779
        57066.1730551127038780  1.0000885097535488  0.0000581690493003
        57066.1934874512298848  1.0000241675754897  0.0000581586906659
        57066.2139198897566530  0.9998854350387297  0.0000581440094885
        57066.2343521273432998  0.9996602606318342  0.0000581299366606
        57066.2547844640066614  0.9997751699528293  0.0000581191288517
        57066.2752168006700231  0.9999725970926766  0.0000581154621897
        57066.2956491363947862  1.0000856234243227  0.0000581068206990
        57066.3160814716611640  1.0000771538552462  0.0000580976390508
        57066.3365138059962192  1.0003238657463309  0.0000580923786820
        57066.3569461403239984  1.0001084323547500  0.0000580779523889
        57066.3773784737277310  1.0001816882841925  0.0000580758009233
        57066.4182431386652752  0.9999915229722333  0.0000580693821229
        57066.4386754702063627  1.0000305968617604  0.0000580724027693
        57066.4591079012825503  0.9999387815909884  0.0000580752352250
        57066.4795401318842778  0.9998902993089369  0.0000580777675356
        57066.4999724620283814  0.9999860179771782  0.0000580868931580
        57066.5204048912419239  0.9999251874804910  0.0000580948280685
        57066.5408371199810063  0.9998284925523300  0.0000581028244103
        57066.5612694482624647  0.9998426648844676  0.0000581132523723
        57066.5817018756133621  0.9998146193733289  0.0000581290777861
        57066.6021341029554605  1.0000123927468429  0.0000581610754596
        57066.6634310803419794  1.0002574124353896  0.0000581362483803
        57066.6838635048989090  0.9999384042599004  0.0000581224272843
        57066.7042958289894159  1.0000837058549208  0.0000581159815522
        57066.7247281526069855  1.0000446727611816  0.0000581117308833
        57066.7451604753005086  1.0002046834436300  0.0000581169793649
        57066.7655927975283703  1.0001642066749308  0.0000581195566226
        57066.7860251192832948  1.0001188590592647  0.0000581229329020
        57066.8064574405798339  1.0001166137341286  0.0000581263758075
        57066.8268897609450505  1.0000881615970281  0.0000581292518187
        57066.8473220813029911  1.0000265950793485  0.0000581367083801
        57066.8677544007368851  0.9999790932924537  0.0000581381251011
        57066.8881867192394566  0.9999719317322809  0.0000581470544851
        57066.9086190377347521  0.9999440950056927  0.0000581529381263
        57066.9290514553067624  0.9998935358023611  0.0000581604020879
        57066.9494836724115885  1.0000255524464670  0.0000581762725824
        57066.9903483047528425  0.9998897544140143  0.0000582197861716
        57067.0107806199957849  0.9999389841643289  0.0000582382722389
        57067.0312129347657901  0.9996755696582824  0.0000582530087358
        57067.1538068113077316  1.0002772335924561  0.0000581659990242
        57067.1742391218940611  1.0002662032761003  0.0000581611915751
        57067.1946714320147294  0.9999847793311744  0.0000581531870116
        57067.2151037411967991  1.0000986750838714  0.0000581540212538
        57067.2355360503861448  0.9999162653671279  0.0000581499665022
        57067.2559683586441679  0.9998720123143320  0.0000581513650150
        57067.2764006664292538  0.9998000196591095  0.0000581509544998
        57067.2968330737567157  0.9997100345192507  0.0000581553112687
        57067.3376975865394343  0.9997420800935243  0.0000581664360827
        57067.3989945010616793  1.0001242873526166  0.0000582630934457
        57067.4398591077915626  1.0001871642829936  0.0000582517930943
        57067.4602915104624117  1.0000010269167985  0.0000582334859372
        57067.4807238126668381  1.0000188341510112  0.0000582037978406
        57067.5011560139391804  1.0001281176633847  0.0000581908413252
        57067.5215884147401084  1.0000120983783052  0.0000581760532419
        57067.5420207150818896  1.0002190641062532  0.0000581713611865
        57067.5624530144850723  0.9999729686866060  0.0000581598473926
        57067.5828853138955310  1.0000925168918517  0.0000581603468097
        57067.6033176123746671  0.9997895674761423  0.0000581548654517
        57067.6441822074630181  0.9981210196150119  0.0000581880510258
        57067.6646145045451703  0.9845592939848140  0.0000578090979984
        57067.6850468006887240  0.9824607394780703  0.0000577392948175
        57067.7054790963738924  0.9818907433361246  0.0000577133686083
        57067.7259113915933995  0.9913241245877541  0.0000579609420244
        57067.7463436858743080  1.0002478391083522  0.0000581928790599
        57067.7667759796968312  1.0000977112726079  0.0000581790531993
        57067.7872082730536931  1.0001861770793621  0.0000581720416857
        57067.8076405659376178  1.0000512968580022  0.0000581634658848
        57067.8280728583631571  0.9998681528851403  0.0000581568690300
        57067.8485051498573739  1.0000916013841654  0.0000581632046035
        57067.8689373408851679  0.9998902991810533  0.0000581582773827
        57067.8893697314415476  0.9999791886707223  0.0000581592133445
        57067.9098020210731192  0.9999505792960465  0.0000581607408570
        57067.9302342106966535  0.9998843101174678  0.0000581552838507
        57067.9506665993976640  0.9997364118482054  0.0000581532358075
        57067.9710988876322517  0.9996504970818511  0.0000581513653158
        57067.9915311753939022  0.9996730020869427  0.0000581525440468
        57068.0323957486034487  0.9997335315834399  0.0000581571114477
        57068.0528280345024541  1.0002468910048703  0.0000581717827252
        57068.0732603199430741  0.9999061974098127  0.0000581621103085
        57068.1549894556446816  1.0001237580091311  0.0000583035632003
        57068.1754217378183967  1.0001013692307552  0.0000582931916093
        57068.1958541200001491  1.0003244075103983  0.0000582981013457
        57068.2162863012490561  1.0001802188068489  0.0000582911739495
        57068.2367185820257873  1.0000089749155558  0.0000582785023136
        57068.2571509618792334  1.0002451426936010  0.0000582695788698
        57068.2775831417311565  1.0001752348484299  0.0000582495163635
        57068.2980155206460040  0.9997365092410310  0.0000582199260742
        57068.3184477991017047  0.9997506006383063  0.0000582080379192
        57068.3388799770909827  0.9999160570764404  0.0000582011674042
        57068.3593123546088464  1.0000610955903950  0.0000581943148206
        57068.3797446312019019  1.0002178023003607  0.0000581883573131
        57068.4001769073292962  1.0001050362381174  0.0000581792805167
        57068.4206091829837533  1.0003355821695981  0.0000581735072639
        57068.4410414581798250  1.0001595262507230  0.0000581598919760
        57068.4614737324445741  1.0000504246693491  0.0000581479628175
        57068.4819060062363860  0.9998355321931925  0.0000581338815405
        57068.5023382795698126  1.0000927149173546  0.0000581296592923
        57068.5227705524375779  1.0002033247354054  0.0000581248498489
        57068.5432028248324059  1.0001198826248534  0.0000581189911420
        57068.5636350963031873  0.9999833894839499  0.0000581147026557
        57068.5840673673083074  0.9999109180940049  0.0000581093601421
        57068.6044996378404903  0.9998261646448741  0.0000581057461723
        57068.6249319079142879  0.9997615612067917  0.0000581013615446
        57068.6453640770560014  0.9998883731581610  0.0000581040421236
        57068.6657964461919619  1.0000171585069604  0.0000581022379132
        57068.7066608816821827  0.9998655276707724  0.0000581025234751
        57068.7475255153040052  0.9997961216019312  0.0000581035026658
